ID,DataP,DataA,Prezzo,Intercontinentale,IATAP,IATAA
KL2170,29/10/2023,29/10/2023,232.74,False,LIS,PEK
SN9745,29/05/2023,29/05/2023,1187.89,False,AMD,DUB
QR3414,31/05/2024,31/05/2024,237.99,True,NCE,SAW
SN9456,24/03/2025,24/03/2025,624.25,True,JFK,LIN
U28873,28/03/2023,28/03/2023,1216.53,False,ORD,MEL
W61712,18/01/2023,18/01/2023,1030.94,True,JFK,GVA
W62943,1/3/2025,1/3/2025,1249.36,True,IAH,CPH
EW859,18/01/2025,18/01/2025,305.75,False,GVA,TXL
EW7773,9/10/2023,9/10/2023,852.82,True,SYD,SOF
SN4254,19/03/2023,19/03/2023,1132.89,True,TXL,BLQ
U29065,18/06/2024,18/06/2024,400.9,True,ORY,ATH
EW810,9/1/2023,9/1/2023,871.7,False,MXP,STN
U27443,13/01/2023,13/01/2023,109.28,True,EDI,ARN
TK5426,21/03/2024,21/03/2024,341.12,True,MXP,SCL
KL9350,29/12/2024,29/12/2024,344.24,True,CTA,AUH
LO9559,21/07/2023,21/07/2023,850.66,True,SYD,SEA
U26095,28/04/2024,28/04/2024,973.33,True,EZE,SCL
KL3562,25/10/2023,25/10/2023,894.06,True,ORY,MAD
TK9073,18/09/2023,18/09/2023,664.21,False,NRT,BRU
PC7268,2/8/2023,2/8/2023,1184.74,False,ATH,MUC
LH5253,2/10/2023,2/10/2023,1034.85,False,IST,EZE
PC5582,27/04/2023,27/04/2023,331.15,False,MUC,ARN
SN4468,24/01/2025,24/01/2025,1125.22,False,BLQ,GVA
KL5007,23/01/2025,23/01/2025,433.19,True,ATH,MEL
LH3970,14/04/2023,14/04/2023,1185.45,False,FRA,BLQ
IB6663,7/4/2023,7/4/2023,143.16,False,FCO,NCE
EW891,30/01/2023,30/01/2023,301.15,False,ESB,MEL
U28574,5/10/2023,5/10/2023,213.92,False,PEK,TXL
OS1252,17/01/2024,17/01/2024,1048.66,False,ARN,ATH
AF378,18/05/2023,18/05/2023,1029.29,False,ESB,HEL
QR1379,23/11/2024,23/11/2024,1160.64,True,HKG,GRU
SN7469,24/01/2023,24/01/2023,963.94,True,VCE,FCO
LH8677,4/7/2024,4/7/2024,1297.4,True,MXP,HEL
VY8360,28/09/2023,28/09/2023,169.8,True,FCO,LED
TK1688,22/05/2023,22/05/2023,483.35,False,VLC,SCL
VY7229,28/09/2023,28/09/2023,581.4,True,YYZ,FRA
U2323,21/01/2025,21/01/2025,52.31,False,PRG,GRU
AZ5117,19/03/2024,19/03/2024,1250.55,False,SCL,PSA
OS9828,1/10/2024,1/10/2024,111.2,True,BUD,PMO
OS5706,15/04/2024,15/04/2024,800.5,False,EZE,LHR
VY9500,5/1/2024,5/1/2024,573.58,False,FCO,AMS
OS9310,17/08/2024,17/08/2024,1238.08,False,SVO,SCL
QR5335,19/10/2024,19/10/2024,1211.07,True,DUS,FCO
VY5217,10/11/2023,10/11/2023,383.34,False,DXB,DFW
SK6627,31/07/2023,31/07/2023,991.36,False,FRA,CPH
BA9510,17/03/2024,17/03/2024,834.75,False,NCE,PEK
OS9675,27/02/2024,27/02/2024,866.82,False,BCN,CTA
OS5976,31/08/2024,31/08/2024,1009.4,True,WAW,ATH
KL6020,4/3/2023,4/3/2023,703.62,False,BRU,HEL
AZ7582,8/7/2023,8/7/2023,992.72,False,ESB,BGY
SK8100,10/10/2023,10/10/2023,262.12,True,HEL,DXB
TK1076,14/10/2024,14/10/2024,512.86,False,SAW,SVO
W62240,1/1/2023,1/1/2023,803.13,True,DUB,LGW
QR6760,8/1/2024,8/1/2024,513.28,True,LIN,DFW
AF4049,4/10/2023,4/10/2023,1198.63,True,HAM,JFK
AY7006,16/02/2024,16/02/2024,356.26,True,EZE,DFW
VY6278,30/11/2024,30/11/2024,1076.08,False,OPO,SCL
TK9625,26/04/2023,26/04/2023,1035.15,False,SCL,GRU
VY6717,23/10/2023,23/10/2023,44.26,False,MXP,CPH
PC1696,23/07/2023,23/07/2023,920.32,False,MEL,LHR
W67155,13/03/2025,13/03/2025,657.71,False,FCO,AGP
KL5542,24/03/2023,24/03/2023,862.32,False,AMD,BOG
AY9136,2/1/2024,2/1/2024,225.12,False,MIA,FCO
AY724,25/03/2025,25/03/2025,123.92,True,MAN,STN
IB203,20/03/2025,20/03/2025,836.25,True,BOG,DFW
SK5357,28/05/2024,28/05/2024,492.22,False,AMS,CTA
W62151,10/1/2024,10/1/2024,105,True,JFK,LAX
IB7804,23/06/2023,23/06/2023,899.43,True,VLC,CMB
SN1667,30/03/2025,30/03/2025,1239.75,False,ZRH,PMO
U29377,16/04/2023,16/04/2023,553.21,False,MRS,LIN
U24240,26/12/2024,26/12/2024,233.43,False,LIS,AMS
QR5488,5/3/2023,5/3/2023,147.14,True,ORD,BHX
QR9381,26/08/2023,26/08/2023,186.7,False,BOG,JFK
IB8584,4/4/2024,4/4/2024,1251.72,False,CDG,LIN
PC6577,29/12/2024,29/12/2024,323.84,True,SAW,BHX
EK101,15/01/2024,15/01/2024,882.31,True,NAP,LAX
SK4047,1/8/2024,1/8/2024,820.38,True,SIN,ESB
EW9767,22/07/2023,22/07/2023,760.42,False,SVO,OPO
U23229,9/7/2023,9/7/2023,1054.24,False,BOG,YYZ
U26118,3/4/2023,3/4/2023,1044.89,True,ICN,EDI
TK9719,18/04/2024,18/04/2024,419.94,False,PSA,GVA
SK8157,6/6/2023,6/6/2023,509.6,True,FRA,LIM
AY9108,8/12/2023,8/12/2023,1146.47,False,SIN,NAP
IB6927,30/09/2023,30/09/2023,959.11,False,STN,LIS
LO3645,24/03/2025,24/03/2025,1202.53,False,WAW,YYZ
SN5267,11/8/2024,11/8/2024,313.37,True,FCO,BUD
AZ4752,12/3/2024,12/3/2024,368.04,True,ICN,ATH
U25798,22/08/2023,22/08/2023,1116.64,True,MXP,SVO
SN8028,22/10/2024,22/10/2024,391.19,False,EZE,WAW
QR5652,29/05/2024,29/05/2024,1135.98,False,VCE,HAM
TK4802,22/09/2023,22/09/2023,659.78,True,HKG,PEK
OS1410,8/3/2025,8/3/2025,490.16,False,CTA,MAN
SK1330,2/12/2023,2/12/2023,552.05,False,MUC,FCO
IB6207,2/10/2023,2/10/2023,691.95,True,DFW,SAW
SK8431,2/1/2023,2/1/2023,775.22,False,YYZ,PEK
PC7176,3/5/2023,3/5/2023,1180.33,False,SOF,AUH
AZ3484,15/09/2023,15/09/2023,733.63,True,PRG,CMB
AF4728,7/7/2023,7/7/2023,338.48,False,BGY,LIN
OS4454,5/10/2023,5/10/2023,834.3,False,PSA,CTA
LO582,25/10/2023,25/10/2023,215.56,True,IAH,MAD
IB9156,13/10/2023,13/10/2023,111.9,False,NRT,AMD
AF5649,21/01/2024,21/01/2024,223.17,False,VCE,SEA
PC4334,18/06/2023,18/06/2023,672.27,True,CTA,ARN
FR7798,11/5/2023,11/5/2023,829.68,True,IST,ORD
QR7705,24/02/2023,24/02/2023,239.56,False,BRU,MUC
AF9949,10/2/2023,10/2/2023,738.28,False,BUD,BOG
VY1074,1/2/2024,1/2/2024,706.74,False,FRA,ESB
U29563,11/2/2025,11/2/2025,785.54,True,VCE,NCE
W67956,18/01/2023,18/01/2023,75.16,False,NAP,ICN
EW6510,19/11/2024,19/11/2024,663.5,True,MAN,WAW
LH1337,4/2/2023,4/2/2023,775.37,True,PEK,VCE
LO6986,28/06/2024,28/06/2024,1138.7,False,DXB,LAX
IB4030,2/2/2025,2/2/2025,856.79,True,MXP,FCO
EW4642,28/09/2023,28/09/2023,286.81,True,MEL,DOH
AF9108,27/03/2023,27/03/2023,223.42,False,SYD,BGY
KL6454,16/04/2024,16/04/2024,632.26,True,CPH,LIM
W67520,10/9/2024,10/9/2024,708.82,False,BCN,LAX
SK7076,20/01/2024,20/01/2024,212.98,True,DUS,FRA
AZ2252,6/7/2024,6/7/2024,861.52,True,MUC,AMD
QR7149,13/01/2025,13/01/2025,446.03,True,SIN,GRU
SK8807,11/6/2024,11/6/2024,709.81,False,LHR,PSA
LO7758,20/08/2024,20/08/2024,960.9,True,CMB,DXB
EK3549,3/2/2024,3/2/2024,781.11,True,CDG,PMO
FR4012,5/10/2023,5/10/2023,690.08,False,PMO,TXL
QR6735,19/04/2024,19/04/2024,903.91,True,EDI,MIA
KL9667,14/01/2023,14/01/2023,131.11,False,CMB,GRU
KL7536,2/10/2023,2/10/2023,921.72,True,TXL,LED
QR3751,22/02/2024,22/02/2024,844.89,False,BRU,MIA
LH5514,7/2/2024,7/2/2024,1144.36,True,MUC,BLQ
TK1545,24/01/2024,24/01/2024,249.26,True,ORY,CMB
FR5318,8/2/2023,8/2/2023,550.8,True,HAM,PMO
AZ9721,7/3/2024,7/3/2024,503.09,False,PMO,VCE
AY1221,23/08/2024,23/08/2024,862.69,False,LIS,DOH
IB4051,2/12/2024,2/12/2024,894.47,False,LIS,AGP
SK7247,17/10/2024,17/10/2024,1075.68,True,PRG,LIM
FR4421,30/01/2024,30/01/2024,1126.99,True,MUC,SYD
EW154,22/04/2024,22/04/2024,1171.06,False,VCE,AGP
SN5355,15/02/2024,15/02/2024,33.77,True,BRU,DXB
W6687,7/4/2024,7/4/2024,1024.42,False,AMS,LAX
IB4498,24/08/2023,24/08/2023,382.13,False,ATH,SCL
SK5282,2/2/2023,2/2/2023,92.98,True,CMB,FCO
AY8124,7/11/2023,7/11/2023,48.61,False,BLQ,MIA
EW691,12/12/2024,12/12/2024,305.34,False,FCO,ZRH
IB1368,17/01/2025,17/01/2025,351.1,False,LGW,IST
FR4697,18/04/2024,18/04/2024,1145.76,False,LGW,PEK
EW4392,4/4/2024,4/4/2024,609.87,True,VIE,IST
AF695,1/5/2024,1/5/2024,1276.35,False,VIE,LIS
EK9616,26/09/2023,26/09/2023,1288.14,True,DOH,AMS
IB8828,20/11/2023,20/11/2023,1016.47,False,ZRH,EDI
AZ3194,15/12/2024,15/12/2024,1106.28,True,DUB,BLQ
BA4604,12/11/2023,12/11/2023,92.23,True,STN,JFK
FR2496,17/04/2023,17/04/2023,660.95,True,NAP,DUS
KL3287,27/12/2024,27/12/2024,1280.85,False,HAM,MRS
W69365,25/01/2024,25/01/2024,189.9,False,AMS,ICN
VY8465,24/03/2024,24/03/2024,574.2,True,AGP,PEK
OS580,19/05/2024,19/05/2024,988.99,False,ORY,TXL
IB7890,23/03/2025,23/03/2025,1009.99,True,MRS,YYZ
SK238,16/11/2023,16/11/2023,477.64,False,ICN,GRU
FR4672,14/03/2024,14/03/2024,388.66,False,MIA,SOF
VY2971,27/01/2023,27/01/2023,954.3,False,TXL,ATH
LH676,3/11/2024,3/11/2024,415.67,False,LAX,PSA
QR8589,4/3/2024,4/3/2024,101.91,True,TXL,GVA
QR1624,29/08/2024,29/08/2024,1283.68,True,AUH,CMB
IB1270,24/05/2023,24/05/2023,53.13,True,GVA,ICN
AY2163,21/12/2024,21/12/2024,798.55,False,PMO,YVR
QR3081,22/12/2024,22/12/2024,166.95,False,ARN,PMO
TK6154,25/01/2024,25/01/2024,327.42,True,FRA,PMO
EW8094,13/03/2024,13/03/2024,389.14,True,ARN,HAM
LO3709,26/07/2024,26/07/2024,533.68,True,LHR,BCN
VY9163,18/12/2023,18/12/2023,1196.09,False,BOG,VLC
AY7032,13/06/2024,13/06/2024,733,True,LIS,AMS
AY8839,5/9/2023,5/9/2023,58.82,True,WAW,NRT
W62389,7/7/2023,7/7/2023,134.47,True,PRG,SAW
FR6436,14/01/2024,14/01/2024,138.92,True,EZE,OPO
U26061,15/07/2024,15/07/2024,1069.69,True,PRG,NCE
AF1221,15/03/2023,15/03/2023,420.28,True,SEA,HAM
AZ5760,17/07/2024,17/07/2024,811.6,False,AUH,SYD
OS1731,8/4/2023,8/4/2023,965.18,True,ARN,MRS
W68665,10/12/2024,10/12/2024,253.26,True,BHX,ZRH
PC1647,1/2/2025,1/2/2025,112.41,True,ZRH,GRU
AY2186,2/5/2024,2/5/2024,43.46,False,JFK,PRG
SK5152,21/09/2023,21/09/2023,509.44,True,SYD,WAW
IB5840,26/09/2024,26/09/2024,1161.22,False,MXP,SIN
SK3743,10/10/2024,10/10/2024,419.33,True,LED,SYD
PC8234,24/02/2024,24/02/2024,324.43,False,HEL,MUC
PC6219,14/01/2023,14/01/2023,210.03,False,HEL,AMD
OS2734,20/11/2023,20/11/2023,890.52,False,AMD,NRT
SN8293,30/12/2023,30/12/2023,225.03,False,NCE,CDG
U23868,18/02/2025,18/02/2025,598.67,True,SYD,ICN
TK1321,18/02/2025,18/02/2025,824.87,False,LGW,MAN
EK2759,15/11/2024,15/11/2024,646.04,True,BRU,MUC
EW3075,26/12/2024,26/12/2024,1022.44,False,CDG,OPO
AF2297,22/06/2023,22/06/2023,832.71,False,MEL,MUC
QR3370,1/12/2023,1/12/2023,746.63,False,VCE,LHR
LH818,17/11/2024,17/11/2024,317.39,True,HAM,NCE
SK9895,4/3/2023,4/3/2023,224.27,False,VCE,CPH
BA9435,28/11/2024,28/11/2024,1119.2,False,CTA,PEK
SN2064,1/12/2024,1/12/2024,621.11,False,BCN,FCO
FR7782,6/1/2024,6/1/2024,996.57,True,GVA,DFW
LH8436,7/9/2024,7/9/2024,1043.58,False,HEL,YVR
AY8481,31/08/2023,31/08/2023,315.65,False,ICN,MEL
AF7484,20/08/2023,20/08/2023,817.56,True,LGW,ORD
W63105,5/7/2024,5/7/2024,521,False,AMD,SVO
LH6243,7/10/2023,7/10/2023,209.34,True,MAD,OPO
AF5096,1/2/2025,1/2/2025,1098.1,True,PEK,BHX
TK6354,27/03/2025,27/03/2025,333.28,False,LGW,SAW
TK7306,7/1/2023,7/1/2023,426.85,False,ATH,BHX
W69453,7/1/2023,7/1/2023,840.61,False,LAX,AMD
OS6025,25/05/2023,25/05/2023,169.47,True,DUS,AGP
U26290,3/5/2023,3/5/2023,717.53,False,AGP,OPO
PC7835,17/11/2023,17/11/2023,1121.4,True,SYD,FRA
SK3655,22/10/2024,22/10/2024,157.12,False,NCE,MAD
AF1835,29/05/2024,29/05/2024,772.78,True,BHX,MAD
SN9648,29/04/2024,29/04/2024,259.83,False,BOS,IAH
W64364,12/3/2025,12/3/2025,496.97,False,AMD,ICN
LH8586,1/6/2023,1/6/2023,676.91,True,VIE,DFW
EK4448,10/10/2024,10/10/2024,776.66,False,VCE,ICN
W61158,23/01/2025,23/01/2025,601.77,False,VCE,PSA
PC9464,7/7/2023,7/7/2023,984.75,True,HEL,GVA
QR341,7/7/2023,7/7/2023,112.85,True,LHR,PMO
FR4371,11/3/2025,11/3/2025,174.39,True,NAP,MAN
KL3817,3/5/2024,3/5/2024,196.43,True,SCL,BOG
LH9837,28/05/2024,28/05/2024,319.5,False,EDI,MAD
BA975,22/12/2024,22/12/2024,763.84,False,BUD,STN
OS4930,18/03/2023,18/03/2023,979.14,False,LIS,MXP
IB8925,22/03/2025,22/03/2025,1098.28,True,HAM,NCE
U21222,13/04/2024,13/04/2024,275.5,True,MAD,SVO
OS9530,28/01/2023,28/01/2023,1252.31,False,FRA,MAN
EK1317,30/09/2024,30/09/2024,568.73,True,MXP,FRA
EW6495,23/11/2023,23/11/2023,400.97,False,MIA,DUB
SN7395,14/11/2023,14/11/2023,169.64,True,ESB,FRA
LH145,17/10/2023,17/10/2023,1110.68,True,EDI,VCE
IB3522,18/12/2023,18/12/2023,85.63,False,CDG,BGY
TK2248,26/03/2024,26/03/2024,1139.32,True,MAN,LIN
PC8236,6/6/2024,6/6/2024,1174.51,False,ICN,IAH
EW4047,13/10/2024,13/10/2024,870.37,False,LIN,BOG
EK618,3/12/2024,3/12/2024,622.67,False,LED,FRA
EK4789,20/01/2023,20/01/2023,179.78,False,SCL,BOG
OS1496,24/05/2024,24/05/2024,992.86,False,STN,ESB
AF6398,28/02/2023,28/02/2023,482.89,False,HAM,GRU
SN583,2/1/2023,2/1/2023,302.38,False,OSL,PSA
U25302,23/10/2024,23/10/2024,1049.02,True,LHR,IST
FR5245,11/12/2024,11/12/2024,414.17,False,FCO,ARN
AY1526,11/2/2025,11/2/2025,1207.07,True,MXP,DOH
AF1664,9/8/2024,9/8/2024,1290.73,False,MIA,SCL
TK5990,3/1/2025,3/1/2025,242.64,False,CDG,MEL
U28704,24/01/2025,24/01/2025,1236.5,False,NAP,IAH
U24804,21/01/2025,21/01/2025,1231.6,True,DUS,SVO
KL1472,22/01/2025,22/01/2025,899.64,False,ATH,PRG
W67560,30/10/2023,30/10/2023,786.1,True,FCO,ORD
QR8812,10/7/2024,10/7/2024,771.72,True,LAX,BHX
AZ3224,16/11/2023,16/11/2023,566.91,False,PSA,YYZ
OS3361,25/12/2024,25/12/2024,831.61,False,BGY,WAW
SN1208,6/9/2023,6/9/2023,1281.74,True,VCE,BUD
EK4708,8/10/2024,8/10/2024,741.14,False,LIM,BOG
OS7543,12/6/2023,12/6/2023,416.24,True,MAN,SOF
QR4953,19/07/2024,19/07/2024,1239.49,False,AGP,LED
OS6715,13/09/2023,13/09/2023,1239.72,True,VCE,LAX
EW809,20/11/2023,20/11/2023,240.66,False,BOS,AMD
SK6763,21/01/2024,21/01/2024,851.57,True,LIS,MXP
AY2980,8/9/2024,8/9/2024,1087.13,True,LIS,DUB
PC3224,23/09/2023,23/09/2023,1085.43,False,HEL,MUC
LO4462,2/3/2023,2/3/2023,624.91,False,BLQ,SOF
W63980,1/4/2023,1/4/2023,169.08,True,DUB,BCN
LO9158,5/2/2025,5/2/2025,1141.56,True,CTA,MIA
KL7618,23/09/2024,23/09/2024,995.65,True,CMB,SAW
EW8028,23/01/2023,23/01/2023,625.6,False,MIA,CTA
EW6471,26/01/2023,26/01/2023,206.62,False,VCE,VLC
W62751,10/11/2024,10/11/2024,838.23,True,SVO,BOG
EK3624,6/10/2024,6/10/2024,266.88,False,LED,BOS
EW8747,14/08/2023,14/08/2023,258.04,True,BCN,MAD
VY5378,27/05/2024,27/05/2024,1240.25,False,IST,EZE
TK8258,12/11/2024,12/11/2024,628.79,False,SIN,IAH
AF3152,1/5/2024,1/5/2024,400.94,False,MXP,CPH
LO4825,8/4/2024,8/4/2024,974,True,NAP,GRU
BA5594,9/2/2024,9/2/2024,571.98,False,BOG,DFW
OS491,9/2/2023,9/2/2023,970.54,False,BUD,MEL
IB8073,10/10/2023,10/10/2023,1074.7,False,AGP,SEA
KL9005,29/01/2024,29/01/2024,350.8,True,MRS,LED
LH2300,30/06/2023,30/06/2023,783.78,True,MAN,LGW
IB7635,10/6/2024,10/6/2024,599,True,WAW,OPO
BA292,8/7/2023,8/7/2023,817.95,True,YYZ,OPO
U2942,13/03/2023,13/03/2023,137.29,True,FRA,LED
BA2879,16/03/2023,16/03/2023,562.96,True,MAD,LAX
U24786,4/8/2024,4/8/2024,359.35,False,JFK,EDI
OS6371,20/12/2024,20/12/2024,150.22,False,NCE,GRU
EW3109,17/06/2024,17/06/2024,39.85,True,LIM,PEK
OS1049,22/07/2024,22/07/2024,733.08,False,LGW,HAM
KL7273,28/02/2023,28/02/2023,791.1,False,YYZ,MAD
AY6827,8/5/2023,8/5/2023,856.71,False,PSA,BOS
KL5257,23/06/2023,23/06/2023,733.09,False,LGW,MAD
LO5587,7/8/2024,7/8/2024,979.53,True,YYZ,FRA
KL5920,23/02/2023,23/02/2023,543.72,True,LGW,AGP
SK2742,8/4/2024,8/4/2024,923.68,False,ESB,VLC
SN3285,21/05/2024,21/05/2024,410.16,True,DUB,FCO
SN1925,7/6/2024,7/6/2024,320.07,True,OSL,ESB
SK5278,12/10/2023,12/10/2023,434.16,True,STN,ORD
W67795,10/10/2024,10/10/2024,535.07,True,FCO,LIS
AF9723,7/10/2023,7/10/2023,573.78,False,SEA,FCO
PC8501,9/7/2023,9/7/2023,165.51,True,AGP,ORD
AY309,26/04/2024,26/04/2024,432.9,True,CPH,LIM
W61670,5/3/2025,5/3/2025,103.31,True,DUB,MAN
EK1952,22/06/2024,22/06/2024,46.68,True,LAX,ORY
EW8642,25/10/2023,25/10/2023,515.45,True,DFW,ATH
EK2301,13/06/2023,13/06/2023,1050.77,True,CPH,MAD
AZ6207,5/3/2024,5/3/2024,1152.93,True,DXB,BGY
TK3911,27/08/2023,27/08/2023,683.55,True,BCN,VLC
LO4795,31/10/2024,31/10/2024,453.38,False,CMB,BGY
PC5542,25/10/2023,25/10/2023,823.52,True,OSL,BHX
FR762,29/08/2023,29/08/2023,94.8,False,NRT,DOH
OS886,23/05/2024,23/05/2024,1039.09,False,SIN,BOG
EW9866,31/03/2023,31/03/2023,324.27,False,STN,SCL
LO3298,10/11/2023,10/11/2023,1142.5,True,LED,LGW
OS6892,21/02/2024,21/02/2024,368.58,False,MXP,PEK
EK5295,18/01/2023,18/01/2023,310.81,False,DFW,AGP
AZ870,25/08/2023,25/08/2023,344.17,True,GVA,ZRH
FR1501,14/11/2024,14/11/2024,1234.94,False,PEK,NAP
LO4045,5/8/2024,5/8/2024,491.11,False,SIN,IST
BA1688,11/3/2023,11/3/2023,371.25,False,BRU,LIM
SK265,19/10/2023,19/10/2023,631.18,True,AGP,LHR
FR7353,2/9/2023,2/9/2023,842.1,True,AUH,IST
W64870,1/6/2023,1/6/2023,371.27,True,YVR,MXP
AY5601,6/10/2024,6/10/2024,1288.05,False,AMD,LGW
U24823,15/03/2023,15/03/2023,245.76,False,EZE,PEK
PC4170,23/08/2023,23/08/2023,743.32,False,FCO,AMD
SK1150,15/01/2023,15/01/2023,100.97,False,AMD,ORD
AZ9221,8/2/2025,8/2/2025,1176.3,True,SEA,CDG
EK2488,15/12/2024,15/12/2024,287.56,True,SAW,MAN
KL5657,25/02/2024,25/02/2024,1219.35,False,BOS,JFK
LO2251,10/5/2024,10/5/2024,1083.8,True,YYZ,TXL
LH3384,28/08/2024,28/08/2024,1034.05,False,ESB,YYZ
SK882,16/06/2023,16/06/2023,59.37,True,SAW,BOG
VY2386,6/3/2023,6/3/2023,672.56,False,YYZ,CMB
QR8060,10/2/2024,10/2/2024,1182,True,BCN,JFK
EK4049,5/2/2023,5/2/2023,380.95,True,BHX,BOS
SN8557,2/8/2023,2/8/2023,1034.9,False,LIM,VLC
QR7792,16/07/2023,16/07/2023,820.07,False,MXP,BOS
AF6387,27/04/2023,27/04/2023,1269.86,True,SEA,DUS
AF3574,11/8/2024,11/8/2024,46.89,True,BGY,VLC
PC3215,7/8/2023,7/8/2023,1221.67,False,VCE,ARN
OS5986,3/9/2024,3/9/2024,587.21,True,PMO,DOH
VY6315,2/8/2023,2/8/2023,219.47,False,YYZ,MIA
W66910,9/7/2024,9/7/2024,697.77,False,AUH,LED
AY7921,4/4/2024,4/4/2024,1139.45,False,BHX,LHR
SN8629,8/3/2023,8/3/2023,634.77,True,BHX,CDG
BA7643,22/03/2023,22/03/2023,511.44,True,VCE,PMO
FR2793,22/07/2024,22/07/2024,716.52,False,BUD,SOF
BA5281,8/2/2025,8/2/2025,775.22,False,BOG,SOF
LO3233,17/11/2024,17/11/2024,1200.13,True,AMD,BGY
VY5420,9/7/2024,9/7/2024,537.02,False,ZRH,DFW
LH8735,22/09/2024,22/09/2024,389.79,False,FRA,GRU
AZ2111,1/7/2024,1/7/2024,792.57,True,LHR,WAW
TK2760,17/02/2025,17/02/2025,1137.63,False,MXP,MEL
TK6166,8/2/2023,8/2/2023,86.35,True,CTA,BOG
IB6914,31/03/2023,31/03/2023,1083.28,False,MIA,LGW
TK1258,25/02/2025,25/02/2025,1278.28,True,SIN,SOF
EK5066,28/05/2023,28/05/2023,1241,True,LHR,PMO
FR8570,1/3/2025,1/3/2025,293.57,True,PSA,YVR
SK6459,19/04/2023,19/04/2023,793,False,NRT,SAW
SN4034,21/11/2024,21/11/2024,555.98,True,MAD,VCE
TK5084,29/11/2023,29/11/2023,1214.22,False,SYD,ORY
KL497,20/12/2023,20/12/2023,37.57,True,FRA,BLQ
TK245,8/5/2024,8/5/2024,1009.79,True,CPH,YVR
TK8111,21/03/2024,21/03/2024,304.75,False,AGP,FCO
BA1873,6/5/2024,6/5/2024,287.09,True,LIN,GVA
LO8429,29/11/2024,29/11/2024,1116.08,False,LGW,LAX
SN9038,4/8/2024,4/8/2024,982.11,False,PSA,EZE
TK8856,14/10/2023,14/10/2023,1154,True,MXP,FCO
SN1338,16/01/2023,16/01/2023,864.5,False,DUS,LIN
LO2039,18/06/2024,18/06/2024,663.32,False,AGP,DUS
OS2492,19/06/2024,19/06/2024,104.77,True,AGP,SOF
AF9700,26/04/2023,26/04/2023,865.61,False,AMS,FCO
PC5672,1/2/2025,1/2/2025,425.78,True,SYD,DUB
EW3182,6/6/2024,6/6/2024,495.33,False,CPH,VLC
KL4122,1/1/2024,1/1/2024,1223.29,False,BRU,HEL
AZ7500,28/09/2023,28/09/2023,306.1,True,NCE,DOH
VY3143,20/03/2025,20/03/2025,736.55,True,LED,HKG
TK5792,20/08/2024,20/08/2024,514.63,False,DUB,TXL
EK9499,5/8/2023,5/8/2023,688.31,True,FRA,BCN
LH3590,3/4/2023,3/4/2023,48.92,False,AMD,ATH
SK960,31/12/2023,31/12/2023,527.37,False,MEL,NCE
QR2897,22/11/2023,22/11/2023,278.06,True,TXL,ATH
OS9972,16/01/2025,16/01/2025,1280.4,False,VCE,GVA
VY8898,25/09/2023,25/09/2023,158.31,True,DOH,STN
AY924,12/1/2025,12/1/2025,103.86,False,LIM,DFW
EW2501,30/09/2023,30/09/2023,1249.43,False,DFW,PMO
BA5934,7/1/2025,7/1/2025,415.88,True,VIE,YVR
PC9816,13/12/2024,13/12/2024,1242.32,False,GVA,YVR
KL9628,21/03/2023,21/03/2023,602.36,True,VLC,ORD
IB2494,26/04/2024,26/04/2024,460.34,False,MEL,LIM
LH1195,29/05/2024,29/05/2024,927.87,True,VCE,CPH
LO995,13/04/2023,13/04/2023,543.03,True,AMS,DFW
EW5204,26/07/2024,26/07/2024,1190.11,False,WAW,LIN
EK1553,22/10/2023,22/10/2023,180.62,True,MAN,GVA
QR9561,17/09/2024,17/09/2024,876.75,False,MEL,FCO
VY6764,10/1/2025,10/1/2025,742,True,MAD,GVA
IB7093,18/03/2025,18/03/2025,760.95,True,DXB,ESB
QR4134,10/6/2024,10/6/2024,1047.12,True,SVO,VCE
VY6745,7/6/2023,7/6/2023,441.73,True,FRA,LHR
TK2236,13/12/2024,13/12/2024,612.31,True,SAW,BLQ
PC7465,3/2/2025,3/2/2025,977.7,False,NRT,ICN
EK5327,28/05/2024,28/05/2024,818.49,False,AMS,DUS
QR4451,9/7/2023,9/7/2023,291.65,True,YVR,FCO
U28087,21/05/2024,21/05/2024,1079.43,False,VIE,IAH
FR9015,12/1/2024,12/1/2024,135.8,True,DOH,BOS
SN1521,11/2/2023,11/2/2023,977.17,True,AUH,BUD
SK9574,2/12/2024,2/12/2024,167.41,False,YVR,MXP
EW8380,27/04/2024,27/04/2024,241.93,True,BRU,HKG
QR124,15/10/2023,15/10/2023,919.93,True,HKG,LGW
TK283,4/5/2024,4/5/2024,254.15,False,SIN,TXL
LO6866,21/02/2023,21/02/2023,1147.59,False,HEL,VCE
SK205,7/10/2024,7/10/2024,376.9,False,MXP,ICN
EK9633,2/12/2024,2/12/2024,1001.15,False,LHR,AUH
AF7331,25/09/2024,25/09/2024,244.28,False,LGW,BLQ
EW6948,24/11/2023,24/11/2023,733.82,True,VCE,MIA
AZ6122,13/01/2024,13/01/2024,301.31,True,YYZ,HAM
VY2517,23/02/2025,23/02/2025,549.27,True,HEL,VLC
W68692,1/4/2024,1/4/2024,374.09,True,DFW,TXL
LO9848,15/01/2023,15/01/2023,197.24,True,TXL,BRU
OS5656,27/03/2024,27/03/2024,1271.48,True,BCN,SIN
FR7581,11/8/2023,11/8/2023,430.8,False,ESB,DUB
W68381,25/05/2024,25/05/2024,1055.95,False,SIN,YVR
